price per room,avg_rating,#cafes,#pubs
1821,4.175,5,0
1821,4.025,3,2
1822,3.975,5,0
1822,3.95,5,1
1822,3.95,3,2
1823,4.075,6,0
1824,4.1,1,0
1824,4.1,2,2
1825,4.05,0,0
1825,3.975,2,2
1825,3.975,2,0
1825,3.95,1,0
1826,4.175,6,0
1827,4.05,6,0
1827,3.925,1,1
1827,3.925,4,3
1827,3.95,2,1
1827,4.225,6,1
1827,3.9,1,1
1827,4,3,0
1827,3.95,3,2
1827,4.15,6,0
1827,4.05,1,0
1827,3.975,3,2
1827,4.1,0,0
1827,4,2,0
1827,4.05,2,0
1832,4.1,7,0
1832,3.975,0,0
1832,3.975,0,0
1833,4.05,1,2
1833,4,3,1
1833,4.05,2,1
1834,4.075,5,1
1834,4.025,1,0
1834,4.025,1,0
1835,4.125,1,2
1841,4.05,1,0
1843,4.025,1,0
1847,4.125,7,1
1847,4.15,4,2
1847,4.15,4,2
1847,4.025,2,0
1848,4.075,1,2
1850,4.1,6,0
1850,4.175,0,0
1850,4,3,1
1850,4,3,0
1850,4.025,3,0
1850,4.025,2,0
1850,4.15,6,0
1850,3.95,1,0
1850,4.05,6,1
1850,4.025,4,1
1850,3.95,5,2
1850,4.025,3,1
1850,4.025,3,0
1850,4.025,4,0
1852,4.05,3,0
1852,4.025,3,0
1853,4.175,5,1
1857,4.15,6,0
1858,4.075,5,0
1858,3.95,3,2
1861,4.1,6,0
1863,4.1,1,2
1864,3.95,3,1
1865,4.125,4,0
1869,3.975,0,0
1875,4.05,4,0
1875,4.15,6,0
1875,4.1,1,2
1875,4,4,0
1875,4.1,1,2
1875,3.975,3,2
1875,4.025,5,1
1875,4,4,0
1878,4.075,1,1
1878,4.075,1,1
1878,3.9,3,1
1878,4.1,5,1
1878,3.975,1,0
1878,3.95,2,0
1878,3.975,1,0
1878,4,3,1
1879,4,0,0
1880,4.1,6,0
1880,4.1,6,0
1883,3.875,3,2
1883,4.125,1,2
1885,4.1,1,2
1885,4.075,5,2
1885,4,4,0
1886,4.05,1,1
1887,4.075,1,2
1889,3.95,5,0
1889,3.975,4,0
1895,4.1,6,1
1895,4,1,0
1895,4.075,5,2
1895,3.975,0,0
1895,3.975,0,0
1895,3.975,3,1
1895,3.975,0,0
1895,3.95,2,0
1895,3.95,2,3
1895,3.825,3,0
1897,4.1,6,0
1897,4,4,0
1898,3.975,4,0
1899,4,2,0
1900,4.05,4,0
1900,4.025,4,0
1900,4.05,3,0
1900,3.775,3,0
1900,3.825,3,1
1900,4.05,4,0
1900,4.025,3,1
1900,4.175,5,0
1900,4.05,0,0
1900,4.025,4,1
1900,3.975,5,0
1900,4.15,6,1
1900,4.025,3,0
1900,3.975,4,0
1900,4.075,3,0
1901,3.9,3,1
1901,3.975,2,2
1903,4.025,2,0
1903,3.975,5,0
1904,4.025,1,0
1906,4,2,0
1909,4.05,2,2
1909,4.025,4,0
1909,4,2,2
1909,4.1,5,0
1911,3.95,5,0
1912,4.075,1,2
1914,3.975,4,1
1915,4.05,0,0
1915,3.975,3,3
1916,4.1,5,0
1916,4,4,0
1916,4,4,0
1919,3.95,2,3
1922,4.1,3,1
1922,4.025,2,2
1923,4,5,0
1923,3.975,3,0
1925,4.125,1,2
1925,4.1,1,2
1925,4,3,0
1925,4.05,3,0
1925,4.075,4,2
1925,4.025,2,0
1926,4.125,5,0
1926,3.95,0,0
1928,4.175,6,0
1928,4,2,2
1928,4.025,2,2
1929,4.125,7,1
1929,4.025,3,0
1929,4,3,0
1929,4,4,0
1929,4,3,0
1929,4.05,3,0
1929,4.05,3,0
1929,4.075,3,0
1933,4.05,1,0
1933,4,3,0
1934,4.175,6,0
1936,4.05,1,0
1937,4.025,3,0
1939,4.125,5,0
1940,4.175,0,1
1940,4.175,6,0
1941,4.125,5,0
1941,4.15,6,0
1941,4.125,1,2
1942,4.125,1,2
1942,3.95,5,0
1944,3.975,0,0
1945,4.15,4,1
1945,4.05,3,0
1947,3.95,1,0
1948,3.975,2,2
1948,3.95,3,2
1950,4,4,0
1950,3.975,5,0
1950,4,4,0
1950,3.975,1,2
1950,4.025,4,0
1950,4.05,3,0
1950,4.025,1,1
1950,3.975,3,1
1950,4.025,1,0
1950,3.975,0,0
1950,4.025,3,0
1950,3.95,2,3
1950,4.05,2,1
1950,4.15,3,0
1951,4.05,4,0
1952,4,2,2
1953,3.975,4,0
1958,4.075,3,1
1958,4,3,1
1960,3.95,2,2
1960,4.075,6,0
1964,3.975,3,1
1966,4.025,2,0
1966,4.025,1,0
1967,4.15,6,1
1967,3.95,1,0
1968,4.05,0,0
1968,4.05,0,0
1969,4.025,3,0
1972,3.975,1,0
1973,4.15,7,0
1974,4,0,0
1975,4.125,6,0
1975,3.975,3,1
1975,4.025,1,0
1975,4,5,2
1976,4.025,2,2
1979,4.025,3,0
1979,3.9,3,1
1979,4.075,1,2
1979,3.95,3,1
1979,4.025,3,0
1979,4.025,2,0
1980,4.15,6,0
1980,3.975,1,1
1981,4.025,1,0
1985,3.95,4,2
1985,3.975,4,2
1989,4.15,6,0
1990,4.05,1,1
1990,4.025,1,1
1990,4.075,1,1
1990,3.875,4,1
1992,4.025,2,0
1995,4.025,4,0
1995,4.225,6,1
1995,4.05,3,0
1995,4.125,1,2
1995,4.025,4,0
1995,4.075,6,0
1995,4.15,6,0
1995,4.05,1,0
1995,4.05,1,1
1995,3.95,1,0
1997,3.95,3,1
1997,4.1,6,1
1997,4.1,6,1
1999,3.725,3,0
2000,4.075,3,1
2000,4.05,4,0
2000,4.075,3,0
2000,4.05,3,0
2000,4,4,0
2000,4.025,3,2
2000,4,5,2
2000,3.975,4,2
2000,4.05,4,2
2000,4.15,6,0
2000,4.1,5,0
2000,4.075,5,2
2000,4.05,0,0
2000,4.05,0,0
2000,3.975,3,2
2000,4.025,4,1
2000,4.2,1,0
2000,3.85,5,1
2000,4,3,1
2000,3.8,3,0
2000,4.15,6,0
2002,3.975,1,2
2002,4.1,6,1
2002,4.075,1,2
2002,4.05,3,0
2005,4.1,5,0
2005,4.025,3,0
2005,4,4,0
2005,4.125,1,2
2005,3.925,2,1
2007,4,5,0
2007,4.05,1,1
2007,4.05,1,1
2008,4.05,0,0
2010,3.875,3,1
2011,4,4,0
2011,4.1,1,2
2011,3.925,1,0
2012,3.95,5,1
2013,4.05,5,1
2015,4.025,2,0
2015,4.05,2,0
2022,3.95,1,1
2022,4.025,0,0
2025,4,4,0
2025,4.1,2,1
2025,4.025,1,0
2025,3.9,2,1
2028,4.075,5,1
2029,4.1,6,0
2030,4.075,1,0
2030,3.975,1,2
2030,3.925,3,1
2030,4.125,5,0
2030,4,4,0
2030,4.05,4,0
2030,4,4,0
2030,4.025,4,0
2030,4.075,1,2
2030,4.075,1,1
2030,4,3,0
2030,3.95,0,0
2030,3.95,2,3
2030,4.1,4,1
2030,3.95,2,0
2030,3.95,2,3
2034,3.975,0,0
2035,3.975,6,0
2036,4,4,0
2036,3.975,2,2
2037,4.125,5,0
2040,3.95,5,0
2042,4.15,6,0
2042,4.15,6,0
2044,4,4,0
2045,4.05,0,0
2046,4,3,0
2049,4.05,1,0
2050,4,3,0
2050,4.15,5,0
2050,3.95,4,1
2050,3.8,1,0
2053,3.95,5,0
2054,4,3,1
2059,4.025,3,0
2065,4.075,3,0
2065,4.025,3,0
2065,4.025,3,0
2065,4.05,0,0
2065,3.975,0,0
2067,3.9,2,1
2068,4.025,3,1
2068,4.025,3,1
2071,4.15,6,0
2074,4,4,1
2075,4.1,4,0
2075,4.05,1,1
2076,4.075,1,1
2080,4.025,4,0
2081,4,5,0
2081,4.075,1,2
2081,3.975,1,0
2081,3.95,2,3
2081,3.925,2,2
2082,4.025,1,0
2085,4.1,1,2
2086,4.1,1,2
2088,3.9,4,3
2090,4,4,0
2093,4,2,0
2094,4.025,1,0
2095,4.05,3,0
2095,4.075,3,1
2095,4.1,1,2
2095,3.725,3,0
2095,4.1,1,2
2097,4.025,6,0
2100,4.1,4,1
2100,4.125,6,1
2100,4.125,6,1
2100,4.125,6,0
2100,4,5,0
2100,4.1,6,0
2100,4.05,5,0
2100,3.95,3,1
2100,4.1,6,2
2100,4.15,7,0
2100,4.075,4,0
2100,3.85,5,1
2100,3.675,1,0
2100,4.1,5,0
2104,4,3,0
2105,4.075,1,1
2106,4.075,5,2
2108,4.1,2,2
2113,4.025,0,0
2114,4.15,4,2
2114,4.15,4,2
2114,4,4,0
2116,4.125,1,2
2118,4.1,2,2
2119,4,4,0
2120,4,4,0
2125,4.025,2,0
2125,4.1,5,0
2131,3.95,0,0
2132,3.925,1,0
2132,4.05,4,0
2132,4.025,2,2
2132,4,4,0
2132,4.05,1,1
2132,4.025,3,0
2132,4,2,2
2132,4.075,5,2
2132,4,5,0
2134,4.15,6,0
2137,4.1,1,2
2141,3.95,1,0
2142,4.075,1,2
2145,4.1,6,0
2146,3.95,2,2
2148,3.95,3,2
2148,4.05,4,0
2150,3.975,1,2
2150,4.05,3,0
2150,4,4,0
2150,3.975,1,2
2150,3.975,0,0
2150,4.025,4,1
2150,4,0,0
2150,4,3,1
2150,4.05,4,0
2162,4.15,6,0
2165,3.925,1,0
2166,3.975,3,0
2167,4.1,0,0
2171,4.05,1,0
2173,4.125,1,2
2175,3.975,4,2
2175,4,2,0
2175,3.975,0,0
2175,4.075,3,0
2176,4.025,0,0
2179,4.125,1,2
2180,4.175,6,0
2180,3.975,3,1
2182,4.025,3,0
2182,4.175,6,0
2182,3.975,3,1
2182,4.15,6,0
2182,4.15,7,0
2182,4,3,1
2185,4.025,2,2
2185,4.05,2,0
2189,3.975,2,0
2191,4.15,6,0
2192,4.05,1,0
2192,4.05,1,0
2193,4.15,7,0
2195,4,4,0
2195,4.1,6,0
2195,4,4,0
2195,3.95,2,2
2195,4,3,1
2197,3.95,5,1
2197,4.05,1,0
2197,4.05,1,0
2197,4.125,0,2
2200,4.025,2,2
2200,4.125,1,2
2200,4.025,4,0
2200,4.025,2,0
2200,4.1,6,0
2200,4.15,6,0
2200,3.975,3,0
2200,3.925,1,1
2200,4.075,3,1
2200,4.05,1,2
2200,4,3,0
2200,4,3,0
2200,4.1,5,0
2200,4,4,0
2200,3.7,2,0
2200,3.95,0,0
2200,4.075,0,0
2200,4.075,1,1
2200,4.025,0,0
2200,4.025,0,0
2200,4,3,1
2200,4,3,1
2200,4.125,5,0
2200,4.1,6,1
2200,3.65,2,0
2201,4.1,1,2
2204,4,3,0
2204,4.125,5,0
2204,4.05,3,0
2208,4.125,6,1
2208,3.95,1,0
2211,4,4,0
2220,4.175,6,0
2220,4.1,4,0
2220,4,2,0
2225,3.95,1,0
2225,4,3,1
2225,4.225,1,0
2228,4.15,0,1
2228,4.05,3,0
2228,4.1,1,2
2230,3.95,4,1
2233,4.175,0,2
2233,4.025,3,0
2233,4.075,2,1
2233,4.125,4,1
2233,4,3,0
2233,3.95,3,1
2233,4.125,1,2
2233,4.075,1,1
2233,3.975,2,0
2234,3.95,2,2
2234,4,2,0
2235,4.05,5,0
2236,4.075,1,2
2238,4.1,5,0
2238,4.05,3,0
2239,4.05,0,0
2241,4,2,2
2243,4.1,5,0
2243,4.075,1,1
2245,4,3,0
2247,3.975,0,0
2249,3.95,5,2
2250,4.1,0,0
2250,4.05,6,0
2250,4.025,5,0
2250,4.025,2,2
2250,3.95,0,0
2250,4,2,0
2250,4.125,2,0
2250,4.05,1,0
2250,4.15,0,0
2250,3.975,1,0
2250,3.75,2,1
2250,3.95,1,2
2250,3.95,4,2
2250,4.1,2,2
2250,3.95,2,0
2250,3.925,4,3
2250,3.9,4,3
2250,4,2,1
2250,3.975,2,2
2252,4.1,3,2
2252,3.9,3,1
2252,3.9,3,1
2254,4.025,1,0
2258,4.025,3,0
2258,4.15,1,2
2258,4.1,2,2
2259,4.1,1,2
2263,4.025,1,1
2267,4,4,0
2267,4.025,1,1
2268,4.1,5,0
2270,4.025,4,0
2273,3.95,4,1
2275,4.05,3,0
2275,4.125,1,2
2278,4.05,4,0
2281,3.975,0,0
2284,4.175,6,0
2284,4.125,5,0
2284,4.2,6,0
2284,4.15,5,0
2284,4.1,5,0
2284,3.975,3,0
2284,4.175,6,0
2284,3.95,0,0
2284,4.025,3,0
2284,4,2,0
2285,4.075,3,0
2285,3.7,1,0
2285,4.05,3,1
2285,4.125,2,1
2286,3.95,5,2
2286,3.95,5,1
2287,4.025,4,1
2287,4.025,4,1
2288,4.025,3,0
2288,4.1,1,2
2288,3.975,0,0
2289,4,4,0
2293,4.125,5,0
2294,4.075,4,0
2295,4.1,6,0
2295,4.025,2,0
2295,4.1,0,0
2295,4,3,0
2295,4.125,0,0
2295,4.1,5,2
2298,3.975,3,0
2298,4.025,4,0
2300,4,2,1
2300,3.975,4,0
2300,4.05,3,0
2300,4.15,6,0
2300,4.15,4,2
2300,4.075,0,0
2300,4.025,1,0
2300,4,1,2
2300,3.95,1,2
2307,3.85,8,0
2309,4,5,2
2309,4,3,1
2310,4.075,1,1
2310,4,2,0
2311,4.075,3,1
2312,4.05,3,2
2312,4.025,3,0
2312,4.025,3,0
2320,4,4,0
2321,4.025,5,0
2321,4.025,0,0
2324,4.1,6,0
2324,4.075,5,1
2325,4.075,4,0
2330,3.95,2,3
2332,3.925,3,1
2332,4.05,4,0
2334,4.125,5,0
2335,4.05,3,0
2335,3.975,1,3
2335,4.05,2,0
2336,3.975,4,1
2341,4.05,1,1
2342,4.15,6,0
2344,4.05,1,0
2345,3.975,0,0
2345,3.975,0,0
2345,4.05,1,0
2346,4.025,1,0
2350,3.95,1,1
2350,4.025,3,1
2350,4.075,1,2
2350,4.175,5,1
2350,4.05,1,0
2350,4.025,3,0
2350,3.9,3,1
2350,3.95,3,1
2354,4.125,5,0
2355,3.975,5,0
2355,4.05,1,0
2356,4.05,3,0
2356,3.975,4,2
2360,4.125,5,0
2361,4.075,4,0
2361,4,1,0
2366,4.05,3,0
2369,3.95,2,0
2375,4,1,2
2385,3.95,4,2
2387,3.925,4,2
2390,3.95,3,3
2393,4.025,2,0
2395,4.05,5,0
2395,4,4,0
2395,4,3,0
2395,4.125,1,2
2395,3.975,2,0
2395,3.625,3,0
2398,3.95,0,0
2399,4,3,0
2400,4.1,4,0
2400,4.125,4,0
2400,4,4,0
2400,4.075,1,2
2400,3.95,5,2
2400,3.975,4,1
2400,4.075,2,0
2400,4.05,3,0
2403,4.05,3,0
2408,4.025,4,0
2410,4,4,1
2413,3.975,6,0
2413,4.05,0,0
2413,4.1,1,2
2413,3.95,2,0
2415,4.025,4,0
2416,4,2,0
2419,3.95,1,0
2421,4.075,2,1
2424,4,4,0
2428,3.95,0,0
2431,4.05,0,0
2431,3.95,1,0
2431,4.025,2,0
2435,4.025,1,1
2436,4.075,6,0
2436,3.95,0,0
2436,4,1,2
2436,4.175,6,0
2436,4.125,4,1
2436,3.975,3,0
2436,3.975,2,2
2436,4.05,5,0
2436,3.975,2,0
2437,4,2,0
2440,4.15,6,0
2444,4.15,6,0
2444,4.05,3,0
2450,4.075,5,0
2450,3.975,3,0
2450,3.925,1,0
2450,4.1,4,0
2450,4,2,0
2455,3.975,2,0
2459,4.15,1,2
2459,4.15,1,2
2460,4.025,6,1
2460,4.05,3,1
2466,3.95,1,0
2466,4,3,1
2474,3.975,2,0
2475,4,4,0
2479,3.975,3,0
2484,3.9,1,1
2484,3.975,0,0
2485,4.025,1,0
2487,4,2,2
2487,4.075,5,1
2488,3.95,0,0
2493,4.15,7,0
2493,4.05,3,0
2493,4.175,6,0
2495,4.1,2,1
2495,3.95,0,0
2495,3.95,3,1
2495,3.95,4,0
2495,3.95,0,0
2495,4.075,1,1
2495,4.1,1,2
2495,4.025,2,2
2495,4.025,1,1
2497,3.925,1,0
2500,4.025,3,0
2500,4.075,5,1
2500,4.1,5,0
2500,4.05,5,0
2500,4,5,0
2500,4.1,6,0
2500,4.025,4,0
2500,4.125,1,1
2500,4.05,1,0
2500,4.125,1,2
2500,4.025,1,1
2500,4,4,0
2500,3.925,1,0
2500,3.975,6,0
2500,3.95,4,1
2501,3.95,2,2
2502,4,0,0
2506,4,3,0
2507,3.95,2,1
2510,4.025,3,1
2511,3.95,3,0
2511,4,3,0
2514,4.15,7,0
2519,4.125,1,2
2520,3.975,4,2
2522,4.075,4,1
2522,4,4,0
2527,4,1,0
2530,4.025,3,1
2530,3.95,0,0
2532,4,3,1
2532,3.975,2,2
2538,3.95,3,1
2538,4.125,6,1
2538,4,3,0
2538,4.1,3,2
2538,4.025,3,0
2550,4.025,5,0
2550,4.05,3,0
2550,3.95,2,3
2560,4,3,1
2562,3.975,1,0
2562,4.025,3,0
2563,4.05,4,2
2563,3.95,1,0
2569,3.975,3,0
2570,4,3,1
2573,4.125,1,2
2573,4,2,2
2576,4.05,1,0
2577,3.95,1,0
2577,3.95,1,0
2578,4.1,1,2
2581,4.025,3,2
2585,4.05,4,0
2588,4.05,1,1
2592,4.1,6,0
2592,4,4,0
2594,4.025,3,0
2595,4.175,6,0
2595,4,3,0
2595,4.1,5,0
2595,3.95,4,0
2595,3.975,3,0
2595,4,4,0
2595,3.975,3,1
2600,4.025,4,0
2600,4.125,1,2
2600,4.1,0,0
2600,3.8,2,0
2611,4.125,1,3
2614,4.15,5,0
2620,3.975,0,2
2629,4.05,1,1
2629,4.025,0,0
2630,4.1,6,0
2632,4.125,1,2
2634,3.975,1,1
2639,4.025,3,0
2639,3.95,0,0
2639,3.975,2,2
2639,4,2,2
2641,4.125,1,2
2641,4.1,1,2
2642,4.025,3,2
2642,4.025,2,0
2645,4.1,6,0
2645,4.05,4,0
2647,4.025,3,0
2650,4.025,3,0
2650,3.975,1,1
2650,4.225,1,0
2652,3.95,0,0
2654,3.95,4,1
2659,4.025,3,0
2661,3.925,1,0
2664,4,4,0
2665,4,4,1
2670,4.05,3,0
2673,3.95,2,3
2675,4.175,4,1
2675,3.9,4,3
2675,3.975,3,2
2680,4.025,3,2
2683,4.1,6,0
2685,4.075,5,0
2685,4.125,5,0
2686,4,4,0
2689,3.975,0,0
2690,4.1,1,2
2690,4.075,1,1
2690,3.975,1,0
2695,4,3,0
2695,4,2,1
2695,4.025,2,0
2695,4.025,3,1
2695,4.1,5,0
2700,4.05,1,0
2700,4.1,6,0
2700,3.95,3,2
2700,4.1,5,1
2701,3.975,1,0
2716,4,3,1
2717,4.05,1,0
2719,4.075,1,1
2719,4.075,1,1
2723,3.95,5,2
2725,3.95,3,1
2730,4.05,1,0
2733,4.125,5,0
2741,3.975,3,1
2741,4.05,1,1
2741,4.05,1,1
2741,4.075,3,1
2743,3.975,5,0
2746,4.025,0,0
2750,4,3,0
2750,4.075,4,0
2750,4.075,4,0
2750,4.05,0,0
2750,4.025,1,0
2750,4.025,1,0
2750,4.05,2,0
2750,4.025,3,0
2754,4.025,3,1
2760,3.95,1,0
2766,4,1,0
2772,4,3,0
2775,4,4,0
2775,4.025,1,0
2776,4.025,1,0
2786,4.1,1,2
2791,4.05,1,0
2795,3.925,1,0
2795,4.15,1,2
2795,4.125,1,2
2795,4.125,1,2
2795,4.125,1,2
2796,4.05,1,1
2796,4.05,1,1
2800,4.05,3,0
2800,4,2,2
2800,4.1,6,0
2800,3.975,0,0
2800,4,3,1
2800,4.1,0,0
2800,3.925,1,0
2810,4.05,1,0
2814,4.05,5,0
2815,4,4,0
2824,4.05,3,0
2834,4.05,3,0
2842,4.15,6,0
2842,4.125,3,1
2845,4.075,1,1
2845,3.975,2,2
2846,3.95,5,2
2850,4.05,6,0
2850,4.025,6,1
2850,4.1,6,0
2850,3.975,3,2
2850,4.05,3,1
2850,4.1,6,1
2860,4.175,0,2
2861,3.975,1,0
2867,4.025,3,0
2873,3.95,3,2
2875,3.9,4,1
2875,4.075,5,0
2875,4.025,2,0
2875,4.125,1,2
2876,4.05,1,1
2884,4.075,5,0
2888,4.1,1,2
2893,4.025,6,1
2893,3.975,4,2
2894,4.15,6,0
2895,3.975,2,0
2899,4.05,3,0
2900,4.075,3,0
2900,4.025,1,1
2900,4,4,1
2900,4.15,6,0
2900,3.95,1,0
2900,4.025,1,0
2910,3.9,4,1
2920,4,4,2
2928,4.1,6,0
2935,4.125,1,2
2940,4.125,1,2
2944,4.025,2,0
2950,3.95,1,2
2950,4.15,6,0
2954,4.1,6,0
2969,4,1,0
2971,4,2,2
2975,4.1,2,2
2975,3.975,2,0
2976,3.95,1,0
2990,4.025,3,0
2990,3.875,5,1
2990,4.075,2,2
2994,3.95,5,0
2994,4.025,2,0
2995,3.95,3,1
2995,3.95,1,0
2995,3.925,1,0
2995,3.975,2,0
3000,3.925,3,3
3000,4.075,2,2
3000,4.125,4,0
3000,4.2,6,1
3000,4,1,0
3000,3.95,4,1
3020,3.925,1,0
3034,3.9,3,1
3044,3.95,0,0
3045,4,5,0
3045,3.975,2,1
3050,4.05,3,0
3050,4,4,0
3050,4,4,0
3057,4.025,1,0
3058,4.025,3,1
3069,4.05,1,1
3075,4,4,0
3075,3.975,0,0
3096,4.15,6,0
3099,4.125,1,2
3100,4.025,4,0
3100,4.175,6,0
3100,4.05,3,0
3125,4.05,1,0
3126,4.125,1,2
3136,3.975,1,0
3146,4.1,1,0
3149,4.125,4,0
3150,3.95,1,2
3150,4.05,0,0
3163,4.125,1,2
3167,4.1,1,2
3168,4,1,0
3177,4.125,6,0
3195,4.05,1,0
3198,3.95,3,2
3200,4.025,4,2
3200,3.975,3,1
3200,3.975,1,0
3200,4.025,3,0
3200,4.025,3,0
3250,4.15,6,0
3257,3.9,4,1
3278,4.1,1,2
3290,4.05,3,0
3295,4.05,1,0
3299,4.15,6,0
3300,4.175,0,0
3300,4.05,0,0
3309,3.975,1,0
3350,4,2,0
3350,4.075,6,0
3375,3.9,3,1
3400,4.2,6,0
3400,4.075,1,1
3420,4.1,1,2
3423,4.05,3,0
3425,4.1,1,2
3444,4,4,0
3450,4.1,4,0
3500,4,4,0
3500,4.125,3,1
3500,4.05,1,0
3500,4.05,0,0
3500,4.075,3,1
3500,3.95,5,1
3531,4.025,2,2
3553,4.125,1,2
3559,4.025,3,0
3566,4.1,1,2
3575,4.125,1,2
3597,4.025,2,0
3600,4.025,2,0
3600,3.95,1,0
3600,4.05,4,0
3600,4.05,4,0
3619,3.95,1,0
3621,3.95,1,0
3625,3.975,1,2
3650,4,1,0
3670,4.05,3,2
3700,4.025,1,1
3749,4.075,5,0
3800,4,3,0
3800,4,2,0
3800,4.025,2,0
3805,4.025,1,0
3860,4.025,1,0
3880,4.1,6,0
3978,4.1,6,0
3995,4.1,1,2
4000,4,3,0
4047,3.95,3,1
4100,4.125,7,1
4100,4.025,1,0
4176,4,2,0
4359,4.05,1,1
4359,4.05,1,1
4395,3.95,5,2
4498,4.1,6,0
4568,4.1,6,0
5000,4.025,4,0